location,country_code,status,error_message
Book,,ZERO_RESULTS,
Boo,SWE,ZERO_RESULTS,
Bona,SWE,ZERO_RESULTS,
Bjärmim,,ZERO_RESULTS,
"Bläntorp, Malmöhus Län",,ZERO_RESULTS,
Boiggård,,ZERO_RESULTS,
Bohus Län,,ZERO_RESULTS,
Bohusläns Län,,ZERO_RESULTS,
"Bodum, Ångermanland",,ZERO_RESULTS,
Biämhult,,ZERO_RESULTS,
Bohus,,ZERO_RESULTS,
"Boa, Gränum",,ZERO_RESULTS,
Bodman,,ZERO_RESULTS,
Ellisöarna,TUV,ZERO_RESULTS,
Ellisöarna,None,ZERO_RESULTS,
Ellqvist,,ZERO_RESULTS,
"Eldoradoteatern, Ivr:a",,ZERO_RESULTS,
Conn.,USA,ZERO_RESULTS,
Crockett,USA,ZERO_RESULTS,
Danzig,PL,ZERO_RESULTS,
De baltiska länderna,None,ZERO_RESULTS,
De baltiska staterna,,ZERO_RESULTS,
Edsvikens villastad,,ZERO_RESULTS,
"Ekebo gård, Väsby",,ZERO_RESULTS,
Columbia,COL,ZERO_RESULTS,
Columbia,,ZERO_RESULTS,
Eda,,ZERO_RESULTS,
Edane,,ZERO_RESULTS,
Engelska och Tyska Östafrika,N/A,ZERO_RESULTS,
Engelska,GBR,ZERO_RESULTS,
"Ebbesjö, Malmöhus Län",,ZERO_RESULTS,
Cöln-Müsener,,ZERO_RESULTS,
Dala,,ZERO_RESULTS,
Arboga landsförsamling,,ZERO_RESULTS,
Apelviksstrand,SWE,ZERO_RESULTS,
Arrie,,ZERO_RESULTS,
Aten,None,ZERO_RESULTS,
Atén,,ZERO_RESULTS,
Balstadsveen,,ZERO_RESULTS,
Atlas,,ZERO_RESULTS,
"Atén, Rom",,ZERO_RESULTS,
Bajern,,ZERO_RESULTS,
"Asker, Närke",,ZERO_RESULTS,
Asker,,ZERO_RESULTS,
Asker,SWE,ZERO_RESULTS,
"Djursnäs, Ösmo",,ZERO_RESULTS,
Drufvefors,,ZERO_RESULTS,
Dalregementet,,ZERO_RESULTS,
Djurården,,ZERO_RESULTS,
Borneå,,ZERO_RESULTS,
As,,ZERO_RESULTS,
Asbysand,,ZERO_RESULTS,
Ashanti,,ZERO_RESULTS,
Diverse,---,ZERO_RESULTS,
Diverse europeiska barnkliniker,None,ZERO_RESULTS,
Diverse städer,,ZERO_RESULTS,
Djura,,ZERO_RESULTS,
Medelhavsländerna,N/A,ZERO_RESULTS,
Kaveltorp,,ZERO_RESULTS,
Kavin,,ZERO_RESULTS,
Masase missionsstation,,ZERO_RESULTS,
Mass,,ZERO_RESULTS,
Mellanamerika,null,ZERO_RESULTS,
Kenya Colony,KEN,ZERO_RESULTS,
"Kieryd, Stora Hultrum",,ZERO_RESULTS,
Kil,,ZERO_RESULTS,
Kila,,ZERO_RESULTS,
Kenyakolonien,N/A,ZERO_RESULTS,
Mellanamerika,NIC,ZERO_RESULTS,
Magiehem,,ZERO_RESULTS,
Malajst.,MYS,ZERO_RESULTS,
Malajstaten,MYS,ZERO_RESULTS,
Malaya,MYS,ZERO_RESULTS,
Mandschuriet,CHN,ZERO_RESULTS,
Malaystaterna,None,ZERO_RESULTS,
Metropolitan,USA,ZERO_RESULTS,
Mellersta och övre Norra,,ZERO_RESULTS,
Marmstedt,,ZERO_RESULTS,
Kalvsjöholm,,ZERO_RESULTS,
Jorden,string,ZERO_RESULTS,
Jorden runt,N/A,ZERO_RESULTS,
Jorden runt,null,ZERO_RESULTS,
Jorden runt,string,ZERO_RESULTS,
Kanton,,ZERO_RESULTS,
Kaplan-det,None,ZERO_RESULTS,
Kaplandet,ZAF,ZERO_RESULTS,
Juel,,ZERO_RESULTS,
Jorden runt med Vanadis,null,ZERO_RESULTS,
Juan Fernandez,CHL,ZERO_RESULTS,
Karisborg,,ZERO_RESULTS,
Kadstena,,ZERO_RESULTS,
Kallar-land,IND,ZERO_RESULTS,
Kallar-land,,ZERO_RESULTS,
Kallnar,,ZERO_RESULTS,
Karlshi,,ZERO_RESULTS,
Kans,,ZERO_RESULTS,
Kamsele,,ZERO_RESULTS,
"Kompersmala, Ryd",,ZERO_RESULTS,
Kimstads socken,,ZERO_RESULTS,
Kind,,ZERO_RESULTS,
Kinda och Ydre härad,,ZERO_RESULTS,
Kloster,,ZERO_RESULTS,
Kläckeberga,,ZERO_RESULTS,
Kinnekullekretsen av svenska Röda Korset,,ZERO_RESULTS,
Jugoslavien,HRV,ZERO_RESULTS,
Järn,,ZERO_RESULTS,
Klefbeck,,ZERO_RESULTS,
Klingspor,,ZERO_RESULTS,
Längjum,,ZERO_RESULTS,
"Långakersboda, Stora",,ZERO_RESULTS,
"Lärrestad, Skaraborgs Län",,ZERO_RESULTS,
Lysings och Göstrings härad,,ZERO_RESULTS,
"Läggnum, Skaraborgs Län",,ZERO_RESULTS,
Liljeqvist 444 85,,ZERO_RESULTS,
Lillherrdal,,ZERO_RESULTS,
Lindas,SWE,ZERO_RESULTS,
Linde,SWE,ZERO_RESULTS,
Lindes-Hjeltnär,,ZERO_RESULTS,
Lidingö 3,,ZERO_RESULTS,
"Lundby, Bohuslän",,ZERO_RESULTS,
Lule och Torne lappmarker,,ZERO_RESULTS,
Lundeberg,,ZERO_RESULTS,
M,,ZERO_RESULTS,
M.,,ZERO_RESULTS,
"Lossa, Torps församling",,ZERO_RESULTS,
"Långåkersboda, Storå",,ZERO_RESULTS,
"Mnene, Belingwe, Södra Rhodesia",,ZERO_RESULTS,
Miinchen,DEU,ZERO_RESULTS,
Murmankusten,None,ZERO_RESULTS,
"Mvranza, Tanganyika",,ZERO_RESULTS,
Mälardalen,SWE,ZERO_RESULTS,
Missionsfältet,,ZERO_RESULTS,
Missionfältet,,ZERO_RESULTS,
Minnen,None,ZERO_RESULTS,
"Mnene, Södra Rhodesia",,ZERO_RESULTS,
Mim-enen,None,ZERO_RESULTS,
Mimenen,,ZERO_RESULTS,
Mo,,ZERO_RESULTS,
Målen,,ZERO_RESULTS,
"Mo, Hälsingland",,ZERO_RESULTS,
Loka,SWE,ZERO_RESULTS,
Ljus,,ZERO_RESULTS,
Lohärad,,ZERO_RESULTS,
Lins,,ZERO_RESULTS,
Mogård-samlingen,,ZERO_RESULTS,
Quincy,USA,ZERO_RESULTS,
Ramkvilla socken,,ZERO_RESULTS,
Puck Skarstedt,,ZERO_RESULTS,
Sandvik,,ZERO_RESULTS,
Sankt Eriks sjukhus,,ZERO_RESULTS,
Sardö,,ZERO_RESULTS,
Schönberg 936 41,,ZERO_RESULTS,
Reijmyre,,ZERO_RESULTS,
Santos,,ZERO_RESULTS,
Piteå socken,,ZERO_RESULTS,
Rappe,,ZERO_RESULTS,
Redfield,USA,ZERO_RESULTS,
Refteled,,ZERO_RESULTS,
Plögbo,,ZERO_RESULTS,
Podolien,None,ZERO_RESULTS,
Rö,,ZERO_RESULTS,
Saluhallsväsen,None,ZERO_RESULTS,
S:t Mikaélsfors,,ZERO_RESULTS,
S:t Mikaélsförsamling,,ZERO_RESULTS,
S:t Mikaélsförsamlingen,,ZERO_RESULTS,
Röl-Smedsta,,ZERO_RESULTS,
Rämen,,ZERO_RESULTS,
Räppe,,ZERO_RESULTS,
Saltsjöb,,ZERO_RESULTS,
"S:t Peter, Minnesota",USA,ZERO_RESULTS,
S:t Per,,ZERO_RESULTS,
S:t Peter,,ZERO_RESULTS,
"S:t Peter, Älvsborgs Län",,ZERO_RESULTS,
Saarområdet,,ZERO_RESULTS,
S:t Mikaëlsförsamlingen,,ZERO_RESULTS,
Sinnessjukhus,,ZERO_RESULTS,
Sektionschef vid Arméstaben,,ZERO_RESULTS,
Siarn,,ZERO_RESULTS,
Siarn,SLE,ZERO_RESULTS,
Senegambien,SEN,ZERO_RESULTS,
Serafimerlasarettet,SWE,ZERO_RESULTS,
Sienna,ITA,ZERO_RESULTS,
Rönö,,ZERO_RESULTS,
S. Francisko,USA,ZERO_RESULTS,
"S:a Säm, Älvsborgs Län",,ZERO_RESULTS,
S:t,,ZERO_RESULTS,
Siarn,THA,ZERO_RESULTS,
Shtick,,ZERO_RESULTS,
Si,,ZERO_RESULTS,
Siarn,None,ZERO_RESULTS,
Lawrence,,ZERO_RESULTS,
Lappmark,SWE,ZERO_RESULTS,
Krigförande länder,None,ZERO_RESULTS,
Lappmarken,None,ZERO_RESULTS,
Lappmark,,ZERO_RESULTS,
Landsjö,,ZERO_RESULTS,
Landssorten,,ZERO_RESULTS,
Lappl:-fjällen,None,ZERO_RESULTS,
Krigsskådeplats,None,ZERO_RESULTS,
Kontinenten,null,ZERO_RESULTS,
Kopparb.,,ZERO_RESULTS,
Kopparb. socken,,ZERO_RESULTS,
Kromsten,,ZERO_RESULTS,
Kronan,,ZERO_RESULTS,
Kristianstad Län,,ZERO_RESULTS,
Landet runt,,ZERO_RESULTS,
Landorten,,ZERO_RESULTS,
Kärna,,ZERO_RESULTS,
LO,,ZERO_RESULTS,
Leire,,ZERO_RESULTS,
"Kånna, Småland",,ZERO_RESULTS,
Lewan,,ZERO_RESULTS,
Köprmanholmen,,ZERO_RESULTS,
"Kölingsholm, Kylingared",,ZERO_RESULTS,
Landsiö,,ZERO_RESULTS,
Ridskolan,,ZERO_RESULTS,
Rhen,None,ZERO_RESULTS,
Ryd,,ZERO_RESULTS,
Riigen,DEU,ZERO_RESULTS,
Rom och Lund,,ZERO_RESULTS,
Rom,None,ZERO_RESULTS,
Kyssland,None,ZERO_RESULTS,
"Kylebergs säteri, Svanhals",,ZERO_RESULTS,
"Kyrketorp, Västergötland",,ZERO_RESULTS,
Kylhusväsen,None,ZERO_RESULTS,
Kronprinsessan Lovisas vårdanstalt,SWE,ZERO_RESULTS,
Kungsholms Villastad,,ZERO_RESULTS,
Kungliga Lantbrukshögskolan,,ZERO_RESULTS,
tyska,DEU,ZERO_RESULTS,
unknown,---,ZERO_RESULTS,
unknown,XXX,ZERO_RESULTS,
Tomedalen,,ZERO_RESULTS,
Wishy,,ZERO_RESULTS,
svenska farvatten,,ZERO_RESULTS,
svenska lappmarkerna,SWE,ZERO_RESULTS,
södra Lappmarken,,ZERO_RESULTS,
södra Älvsborgs Län,,ZERO_RESULTS,
teknisk högskola,,ZERO_RESULTS,
trakten av Lhasa,CHN,ZERO_RESULTS,
Wirsbo,,ZERO_RESULTS,
Tollånga,,ZERO_RESULTS,
okänd,,ZERO_RESULTS,
Svenska Sydpolsexpeditionen,None,ZERO_RESULTS,
okänt,??,ZERO_RESULTS,
okänt,NA,ZERO_RESULTS,
Sydgrönland,GRL,ZERO_RESULTS,
Svenska Pommern,None,ZERO_RESULTS,
södra,,ZERO_RESULTS,
Svenska Kontraktet,,ZERO_RESULTS,
Wist,,ZERO_RESULTS,
slaviska länder,,ZERO_RESULTS,
"Toarp i Södra Säm, Älvsborgs Län",,ZERO_RESULTS,
smedjor och valsverk,,ZERO_RESULTS,
skogsentomologiska avdelningen,,ZERO_RESULTS,
"Säby, Mälaraspö",,ZERO_RESULTS,
nordöstra Tibet,CHN,ZERO_RESULTS,
Södertälje landsförsamling,,ZERO_RESULTS,
Talavdelningen,,ZERO_RESULTS,
franska Ekvatorialafr,None,ZERO_RESULTS,
franska ekvatorialskogen,None,ZERO_RESULTS,
främmande länder,N/A,ZERO_RESULTS,
främmande länder,None,ZERO_RESULTS,
domänvärket,,ZERO_RESULTS,
Södern,,ZERO_RESULTS,
diverse världsdelar,None,ZERO_RESULTS,
Södermanlands regemente,,ZERO_RESULTS,
främre Orient,None,ZERO_RESULTS,
Söderh,,ZERO_RESULTS,
statsstipendium för krigskirurgiska studier,None,ZERO_RESULTS,
Tistagård,,ZERO_RESULTS,
sedan 1951,,ZERO_RESULTS,
sjukhuset S:t Erik,,ZERO_RESULTS,
samtliga världsdelar,None,ZERO_RESULTS,
skogarna,,ZERO_RESULTS,
Worms,,ZERO_RESULTS,
samtl världsdel,None,ZERO_RESULTS,
Svie,,ZERO_RESULTS,
samtl. världsdel,None,ZERO_RESULTS,
Vreten,,ZERO_RESULTS,
Slakthus- och köttbesiktningsväsen,None,ZERO_RESULTS,
"Yinslöv, Kristianstads Län",,ZERO_RESULTS,
olika orter,,ZERO_RESULTS,
Tingsås,,ZERO_RESULTS,
olika av kriget lidande länder,None,ZERO_RESULTS,
Sydairika,ZAF,ZERO_RESULTS,
olika län,,ZERO_RESULTS,
Utomeuropeiska länder,N/A,ZERO_RESULTS,
Usüampatti,,ZERO_RESULTS,
Utlandet,Okänt,ZERO_RESULTS,
Slaviska Länder,,ZERO_RESULTS,
Utland,None,ZERO_RESULTS,
Slavonien,,ZERO_RESULTS,
Utomlands,UNK,ZERO_RESULTS,
Utrikes,N/A,ZERO_RESULTS,
Utrikes,XXX,ZERO_RESULTS,
Utomeuropeiska länder,string,ZERO_RESULTS,
Sydöst-Europa,None,ZERO_RESULTS,
Syre,None,ZERO_RESULTS,
Tibets centrala delar,CHN,ZERO_RESULTS,
Sydsmåland,,ZERO_RESULTS,
Sydvatanger,MAR,ZERO_RESULTS,
norska lappmarkerna,NOR,ZERO_RESULTS,
Sydsverige,SWE,ZERO_RESULTS,
"Sydsmåland, mellersta inspektionsområdet",,ZERO_RESULTS,
Sydrhodesia,,ZERO_RESULTS,
Sydryssland,None,ZERO_RESULTS,
Säbvholm,,ZERO_RESULTS,
Sydskåne,,ZERO_RESULTS,
radio,,ZERO_RESULTS,
res,None,ZERO_RESULTS,
Sydryssland,RUS,ZERO_RESULTS,
Syd-Rhodesia,ZWE,ZERO_RESULTS,
okänt,string,ZERO_RESULTS,
okänt,,ZERO_RESULTS,
provinscentralen,SWE,ZERO_RESULTS,
Syd- och mellaneuropeiska bergsområden,None,ZERO_RESULTS,
på jordbruksområdet,,ZERO_RESULTS,
foreign countries,N/A,ZERO_RESULTS,
"kirurg, avd.",,ZERO_RESULTS,
Tanganyikaterritoriet,null,ZERO_RESULTS,
Tanger,MAR,ZERO_RESULTS,
alla slaviska länder,None,ZERO_RESULTS,
landet runt,,ZERO_RESULTS,
Tanger,,ZERO_RESULTS,
krigskirurgiska studier med mera,None,ZERO_RESULTS,
alla europiska länder,None,ZERO_RESULTS,
krigsskådeplats,string,ZERO_RESULTS,
kammarrätten,,ZERO_RESULTS,
kabelverkets provningsavdelning,,ZERO_RESULTS,
Tuamoto,PYF,ZERO_RESULTS,
Tanganyika,None,ZERO_RESULTS,
amerikanska societeten,,ZERO_RESULTS,
jorden,string,ZERO_RESULTS,
jorden runt,XXX,ZERO_RESULTS,
kirurgiska avdelningen,,ZERO_RESULTS,
jordbruksområdet entomologiska avdelningen,,ZERO_RESULTS,
inspektionsområde,,ZERO_RESULTS,
Tanganjikaterritoriet,null,ZERO_RESULTS,
mellaneuropeiska länder,string,ZERO_RESULTS,
inom och utomlands,,ZERO_RESULTS,
brittiska flottan,None,ZERO_RESULTS,
i vetenskapligt syfte,None,ZERO_RESULTS,
in- o. uti.,,ZERO_RESULTS,
in- och utlandet,,ZERO_RESULTS,
inom metallurgiskt område,,ZERO_RESULTS,
de baltiska staterna,None,ZERO_RESULTS,
Tunabro,,ZERO_RESULTS,
"Tuna, Medelpad",,ZERO_RESULTS,
Tomteboda,SWE,ZERO_RESULTS,
Tuamoto,None,ZERO_RESULTS,
Vårdinge,,ZERO_RESULTS,
Västra militärområdet,,ZERO_RESULTS,
Stockholmsavdelning,,ZERO_RESULTS,
Tumhult,,ZERO_RESULTS,
Västra Värend,SWE,ZERO_RESULTS,
Tuna,,ZERO_RESULTS,
Stockholmstrakten,,ZERO_RESULTS,
Åkershult,,ZERO_RESULTS,
"Västra Karleby, Malmöhus Län",,ZERO_RESULTS,
mellersta distriktet,,ZERO_RESULTS,
mellersta och övre norra väg- och vattenbyggnadsdistriktet,SWE,ZERO_RESULTS,
Södra Älvsborgs Län,SWE,ZERO_RESULTS,
Södra Småland västra,,ZERO_RESULTS,
Södra,,ZERO_RESULTS,
Södra och Mellansverige,,ZERO_RESULTS,
"Södra Säm, Älvsborgs Län",,ZERO_RESULTS,
fjällanläggningar,,ZERO_RESULTS,
Södra och Mellaneuropeiska bergsområden,None,ZERO_RESULTS,
Södra och Mellansverige,SWE,ZERO_RESULTS,
ett flertal inom- och utomeuropeiska länder,None,ZERO_RESULTS,
"Tallbacken, Tvetaberg",,ZERO_RESULTS,
hela landet,,ZERO_RESULTS,
missionsfältet,,ZERO_RESULTS,
de öra stat.,USA,ZERO_RESULTS,
hortikult,None,ZERO_RESULTS,
diverse utrikes studieresor,None,ZERO_RESULTS,
flertal länder,None,ZERO_RESULTS,
Södertörns kontrakt,,ZERO_RESULTS,
Söderhavsöarna,NA,ZERO_RESULTS,
hemlandet,,ZERO_RESULTS,
hemlighet,,ZERO_RESULTS,
hortikult,string,ZERO_RESULTS,
hortikulturellt studieresa,None,ZERO_RESULTS,
Söderhavsöarna,Okänd,ZERO_RESULTS,
disp.,,ZERO_RESULTS,
flera svenska städer,,ZERO_RESULTS,
där för juridiska ärenden,,ZERO_RESULTS,
engelska,GBR,ZERO_RESULTS,
Säm,,ZERO_RESULTS,
"Taohwalun, Kina",,ZERO_RESULTS,
landsorten,SWE,ZERO_RESULTS,
Särö,SWE,ZERO_RESULTS,
"larsled, Älvsborgs Län",,ZERO_RESULTS,
Särna,,ZERO_RESULTS,
nordiska länder,string,ZERO_RESULTS,
Tes,,ZERO_RESULTS,
myntkabinett,,ZERO_RESULTS,
nordiska länderna,None,ZERO_RESULTS,
Yäderum,,ZERO_RESULTS,
nordvästra Sahara,None,ZERO_RESULTS,
Yxsborg,,ZERO_RESULTS,
länder,XXX,ZERO_RESULTS,
finansdepartementet,,ZERO_RESULTS,
ett 20-tal länder,None,ZERO_RESULTS,
Söul,KOR,ZERO_RESULTS,
ett 10-tal länder,None,ZERO_RESULTS,
medelhavsländerna,None,ZERO_RESULTS,
Säms,,ZERO_RESULTS,
ett tiotal länder,None,ZERO_RESULTS,
Utlandet,---,ZERO_RESULTS,
Slite,SWE,ZERO_RESULTS,
Åsbo,,ZERO_RESULTS,
Öl. av kriget lidande länder,None,ZERO_RESULTS,
St. Frösunda,,ZERO_RESULTS,
Västantarktika,None,ZERO_RESULTS,
Västantarktis,None,ZERO_RESULTS,
Skene,SWE,ZERO_RESULTS,
Skyllbergs bruk,,ZERO_RESULTS,
Virislöv,,ZERO_RESULTS,
Östpakistan,,ZERO_RESULTS,
Östertelje,,ZERO_RESULTS,
Virke,,ZERO_RESULTS,
Vimmerby landsförsamling,,ZERO_RESULTS,
"Vassända Naglum, Älvsborgs Län",,ZERO_RESULTS,
Utlandet,NULL,ZERO_RESULTS,
Ås,NOR,ZERO_RESULTS,
Ås,,ZERO_RESULTS,
Sovjetryssland,None,ZERO_RESULTS,
"Stallerhult, Korsberga",,ZERO_RESULTS,
"Stala, Göteborgs och Bohus Län",,ZERO_RESULTS,
St. Paul,,ZERO_RESULTS,
Stillahavskusten,None,ZERO_RESULTS,
Ö,,ZERO_RESULTS,
Västerbottens 3:e kontrakt,,ZERO_RESULTS,
"Ör, Älvsborgs Län",,ZERO_RESULTS,
Västerhiske,,ZERO_RESULTS,
USSR,RUS,ZERO_RESULTS,
Öja,SWE,ZERO_RESULTS,
Udd,,ZERO_RESULTS,
Statens skogsforskningsinstitut,,ZERO_RESULTS,
"Öisjö, Malmöhus Län",,ZERO_RESULTS,
USSR,Okänt,ZERO_RESULTS,
Ubiceh,,ZERO_RESULTS,
Sovjet,RUS,ZERO_RESULTS,
Törnberg,,ZERO_RESULTS,
Västemk,,ZERO_RESULTS,
Västerled,,ZERO_RESULTS,
Sondén,,ZERO_RESULTS,
Unknown,???,ZERO_RESULTS,
"Sorby i Norrbyås, Närke",,ZERO_RESULTS,
"Örnunge, Älvsborgs Län",,ZERO_RESULTS,
So,,ZERO_RESULTS,
Vänngarn,,ZERO_RESULTS,
"Solberga, Bohus Län",,ZERO_RESULTS,
"Smol, Sönderjylland",,ZERO_RESULTS,
Smestadslätten,,ZERO_RESULTS,
"Smel, Sönderjylland",,ZERO_RESULTS,
Upplandsbodame,,ZERO_RESULTS,
"Solberga, Bohuslän",,ZERO_RESULTS,
Skå,,ZERO_RESULTS,
Utrikes,null,ZERO_RESULTS,
Utrikesdepartementet,SWE,ZERO_RESULTS,
Vaiberg,,ZERO_RESULTS,
Vivsta varv,,ZERO_RESULTS,
Vist,,ZERO_RESULTS,
Österrike-Ungerns successionsstater,None,ZERO_RESULTS,
Upplands artilleriregemente,,ZERO_RESULTS,
Slöta,,ZERO_RESULTS,
Unspecified,Unspecified,ZERO_RESULTS,
Untra,SWE,ZERO_RESULTS,
Österlandet,None,ZERO_RESULTS,
Vänerslandsförsamling,,ZERO_RESULTS,
"Visttorp, Skaraborgs Län",,ZERO_RESULTS,
Österlandet,null,ZERO_RESULTS,
"V Ingelstad, Malmöhus Län",,ZERO_RESULTS,
Sjukhuset S:t Göran,,ZERO_RESULTS,
ÖÄ,,ZERO_RESULTS,
Övraby Kristi-anestad,,ZERO_RESULTS,
Sjöberg,,ZERO_RESULTS,
öknen Gobi,MNG,ZERO_RESULTS,
Sjöholm I (19),,ZERO_RESULTS,
Veterinärhögskolan,,ZERO_RESULTS,
Vinel,,ZERO_RESULTS,
Sjöwali,,ZERO_RESULTS,
Övre Norra,,ZERO_RESULTS,
Vilan,,ZERO_RESULTS,
Vikers Kapell,,ZERO_RESULTS,
Virudupatti,,ZERO_RESULTS,
Småland,None,ZERO_RESULTS,
Ösmo,SWE,ZERO_RESULTS,
"Smål, Sönderjylland",,ZERO_RESULTS,
Skaraborgs Län och Älvsborgs Läns norra premieringsdistrikt,,ZERO_RESULTS,
Skatte- och bolagsrättsliga avdelningen,,ZERO_RESULTS,
"Öva, Skaraborgs Län",,ZERO_RESULTS,
Vejlefjords sanat,None,ZERO_RESULTS,
Vegaexpeditionen,,ZERO_RESULTS,
Övertomeå,,ZERO_RESULTS,
"Veda, Lästringe",,ZERO_RESULTS,
"Härianda, Skaraborgs Län",,ZERO_RESULTS,
Härserud,,ZERO_RESULTS,
Hälsingland och Dalarna,,ZERO_RESULTS,
Hälsingborgs Län,,ZERO_RESULTS,
"Håbol, Dalsland",,ZERO_RESULTS,
"Forsby, Ättersta",,ZERO_RESULTS,
Franska Ekvatorialafrika,CAF,ZERO_RESULTS,
Franska Ekvatorialskogen,None,ZERO_RESULTS,
Franska Väst-afrika,None,ZERO_RESULTS,
Franska ekvatorialskogen,None,ZERO_RESULTS,
Höbo,,ZERO_RESULTS,
Hägg,,ZERO_RESULTS,
"Häby, Malmöhus Län",,ZERO_RESULTS,
Ital,ITA,ZERO_RESULTS,
Italienska krigsfronten,ITA,ZERO_RESULTS,
Håtö,,ZERO_RESULTS,
"Hvringa, Skaraborgs Län",,ZERO_RESULTS,
Håstad,,ZERO_RESULTS,
Husqvarna,SWE,ZERO_RESULTS,
Hultafors,,ZERO_RESULTS,
Husby distrikt,,ZERO_RESULTS,
Europa,n.a.,ZERO_RESULTS,
Ett 20-tal länder,None,ZERO_RESULTS,
Ett flertal länder,None,ZERO_RESULTS,
Europa,---,ZERO_RESULTS,
Europa,Okänd,ZERO_RESULTS,
Europa,none,ZERO_RESULTS,
Europa,okänt,ZERO_RESULTS,
Falukontoret,,ZERO_RESULTS,
Faris,,ZERO_RESULTS,
"FeTemo, Braås",,ZERO_RESULTS,
Europa,n/a,ZERO_RESULTS,
Fagre,,ZERO_RESULTS,
Foreign,None,ZERO_RESULTS,
Flera Länder,None,ZERO_RESULTS,
Fimmerstad,,ZERO_RESULTS,
Filmerödja,,ZERO_RESULTS,
Flertal länder,None,ZERO_RESULTS,
Flertal utrikes studieresor,None,ZERO_RESULTS,
Flo,,ZERO_RESULTS,
"Färentofta, Kristianstads Län",,ZERO_RESULTS,
För. Stat.,USA,ZERO_RESULTS,
Färnebo,,ZERO_RESULTS,
"Forsa, Hälsingland",,ZERO_RESULTS,
Främre Orienten,,ZERO_RESULTS,
Experimentfältet,SWE,ZERO_RESULTS,
FN,,ZERO_RESULTS,
Frustuna,,ZERO_RESULTS,
Främre Asien,string,ZERO_RESULTS,
Främre Orienten,M East,ZERO_RESULTS,
Hola,SWE,ZERO_RESULTS,
Holics,SVK,ZERO_RESULTS,
Holl.,,ZERO_RESULTS,
Hotndal,,ZERO_RESULTS,
"Hov, Älvsborgs Län",,ZERO_RESULTS,
"Hudened, Älvsborgs Län",,ZERO_RESULTS,
Hufvudstaden,,ZERO_RESULTS,
Hortikultur,XXX,ZERO_RESULTS,
Hagberg,,ZERO_RESULTS,
Göteborgs Medicinska Högskola,,ZERO_RESULTS,
Göteborgs stift,,ZERO_RESULTS,
Göteborgsavdelningen,,ZERO_RESULTS,
Göteborgsdistriktet,SWE,ZERO_RESULTS,
Halland,None,ZERO_RESULTS,
Ishavsregionerna,None,ZERO_RESULTS,
Hjo landsförsamling,,ZERO_RESULTS,
Himmelstrand 460,,ZERO_RESULTS,
Esarp,,ZERO_RESULTS,
Hestra,,ZERO_RESULTS,
Hortikult,None,ZERO_RESULTS,
Hert,HTI,ZERO_RESULTS,
Hertigdömet,None,ZERO_RESULTS,
Hemsö,,ZERO_RESULTS,
"Honan, Kina",CHN,ZERO_RESULTS,
Horn,SWE,ZERO_RESULTS,
Herrjdalen,,ZERO_RESULTS,
Hemlandet,,ZERO_RESULTS,
Hemmestavik,,ZERO_RESULTS,
"Henljunga, Älvsborgs Län",,ZERO_RESULTS,
Göteborgsfilial,,ZERO_RESULTS,
"Hagelborg, Skaraborgs Län",,ZERO_RESULTS,
Ilalmst,,ZERO_RESULTS,
Iggesundsverken,,ZERO_RESULTS,
H’ors,,ZERO_RESULTS,
I,,ZERO_RESULTS,
I reserv,,ZERO_RESULTS,
"Högåsen, Lindfors",,ZERO_RESULTS,
Indus källtrakter,PAK,ZERO_RESULTS,
Inland,FIN,ZERO_RESULTS,
Inland,,ZERO_RESULTS,
Internationella Röda Kors-konferenser,None,ZERO_RESULTS,
Internationella militärläkarkongresser,None,ZERO_RESULTS,
Ion,SWE,ZERO_RESULTS,
Iiö,,ZERO_RESULTS,
Ivarlskr,,ZERO_RESULTS,
Ivarlst,,ZERO_RESULTS,
Ivarslätt,,ZERO_RESULTS,
"Ivlagstorp, Kristianstads Län",,ZERO_RESULTS,
"Ivonstanz, Baden",,ZERO_RESULTS,
"Helgerums säteri, Småland",,ZERO_RESULTS,
HedL,,ZERO_RESULTS,
Hull o. Grimsby,GBR,ZERO_RESULTS,
Hult,,ZERO_RESULTS,
"Ilämmenhög, Kristianstads Län",,ZERO_RESULTS,
In- och Utland,,ZERO_RESULTS,
In- och utlandet,,ZERO_RESULTS,
"Hanna, Kristianstads Län",,ZERO_RESULTS,
Harg,,ZERO_RESULTS,
"Firmerödja, Skaraborgs Län",,ZERO_RESULTS,
välläsn.,,ZERO_RESULTS,
världsdelar,None,ZERO_RESULTS,
världsomsegling med Vanadis,None,ZERO_RESULTS,
världsdelarna,None,ZERO_RESULTS,
världsfredskongressen,None,ZERO_RESULTS,
Svanhals socken,,ZERO_RESULTS,
utanland,None,ZERO_RESULTS,
utanlands,None,ZERO_RESULTS,
utanrike,XXX,ZERO_RESULTS,
uti,XXX,ZERO_RESULTS,
uti. domstolar,None,ZERO_RESULTS,
Sv:e,SWE,ZERO_RESULTS,
utan vetenskapliga institutioner,None,ZERO_RESULTS,
Stülm,,ZERO_RESULTS,
vid olika handelsavtalsförhandlingar och särskilda utredningsuppdrag,SWE,ZERO_RESULTS,
världsomsegling med Vanadis,null,ZERO_RESULTS,
"Ståla, Göteborgs och Bohus Län",,ZERO_RESULTS,
världsomsegling med jakten Fidra,None,ZERO_RESULTS,
Stuterier,None,ZERO_RESULTS,
utrikes resor,,ZERO_RESULTS,
Storsjökapell,,ZERO_RESULTS,
Wargön,,ZERO_RESULTS,
